ID,NAME,CATEGORY,CHECK-IN,LAT,LONG
4c798fc193ef236aa517b00f,Sugar Sprinkles | ¿±¿‚¿_¿é ¿_ªÜ¿_ªÛ¿±,Dessert Shop,5187,24.7355176,46.64836995
53bc7155498e75461da91ef5,AlBujairi Square | ¿_¿_¿_¿© ¿_ªÜ¿å¿Œª_¿±ª_,Coffee Shop,5049,24.73701887,46.574738
4ea674069a524accd190a45d,Orouba & Olaya Intersection | ¿éªä¿_¿à¿_ ¿_ªÜ¿_¿±ª_¿å¿© ª_¿_ªÜ¿_ªÜª_¿_,Road,4983,24.71350258,46.67506328
4cf925a14464b60ca97964f8,Dunkin' Donuts | ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Coffee Shop,4969,24.78023325,46.66345922
50ae0262e4b042e77fd721ab,Chili's | ¿é¿‚ª_ªÜª_¿_,Restaurant,4947,24.76747899,46.75680645
53944553498ecef1831affe3,Azizia Plaza | ªÄ¿ŒªÄ¿_ ¿_ªÜ¿_¿_ª_¿_ª_¿©,Tea Room,4875,24.67625308,46.67637899
512643bce4b0f48095f51257,Fire Grill | ª¿_ª_¿± ¿Œ¿±ª_ªÜ,Gym,4842,24.75332473,46.61040534
4f561bcae4b0d0433013e4ee,Lilou Artisan Patisserie,Cupcake Shop,4841,24.69482679,46.70219553
5392bba3498ee0e5e0b5258f,Carrefour | ªÛ¿_¿±ªª_¿±,Coffee Shop,4735,24.78197686,46.7316888
4eb81e4661af0dda917c47ae,PappaRoti Cafe | ¿å¿_¿å¿_¿±ª_¿éª_ ªÛ¿_ªª_ªö,Coffee Shop,4699,24.69215132,46.67296483
5187a8c1498ea7ade1f0fea5,Red Lobster | ¿±ª_¿À ªÜª_¿å¿_¿é¿±,Restaurant,4672,24.80088596,46.74035743
4d8b488cbc848cfacb8bec2b,Mondial Courts ªÄªÜ¿_¿_¿å ¿_ªÜªÄª_ªæ¿Àª_¿_ªÜ,Soccer Field,4660,24.74665238,46.52372491
508ed42fe4b0c36e94d12fde,McDonald's ªÄ¿_ªÛ¿Àª_ªæ¿_ªÜ¿À¿_,Pet Store,4571,24.67677613,46.67784093
4bc2c6b374a9a593fbbcd3f6,Food Court | ¿±¿Àªö¿© ¿_ªÜªÄ¿à¿_¿_ªÄ,Coffee Shop,4532,24.6901228,46.6868257
4faa3bfbe4b0dc75ba1f75f0,Spazio ¿_¿å¿_¿_ª_ª_,Resraurant,4526,24.71314511,46.67466716
4cd190ef7b685481edc9c7f8,Assaraya Turkish Restaurant | ªÄ¿à¿_ªÄ ¿_ªÜ¿_¿±¿_ª_¿_ ¿_ªÜ¿é¿±ªÛª_,Dessert Shop,4491,24.69298,46.69538
4f1eb45ee4b0293a86501bdc,ªÄ¿ŒªÄ¿_ ¿±ªÛ¿_ | Raka Plaza,Plaza,4489,24.71384433,46.63361977
52effe1e498e631c290b8416,Yummy Wok | ª_ªÄª_ ª_ª_ªÛ,Frozen Yogurt,4437,24.75355964,46.60970832
4c4be510712ac9284c068a6d,Java Time | ¿Œ¿_ª¿_ ¿é¿_ª_ªÄ,Resraurant,4401,24.68258512,46.69700146
4cc3237ab2beb1f7d99e144c,Mursalat Complex | ¿_ªÜªÄ¿±¿_ªÜ¿_¿é ªÄ¿ŒªÄ¿_ ¿_ªÜ¿_¿é¿µ¿_ªÜ¿_¿é,Mobile Phone Shop,4391,24.7473243,46.68406642
4b8f57b6f964a520025233e3,Java Time | ¿Œ¿_ª¿_ ¿é¿_ª_ªÄ,Coffee Shop,4301,24.75507408,46.68129444
4b65bb89f964a52059fc2ae3,Second Cup,Coffee Shop,4299,24.69958551,46.69253826
4d1de1b8dd6a236a44642138,Alaqaria Mall | ¿£¿_ª_¿_ªä ¿_ªÜ¿_ªä¿_¿±ª_¿©,Donut Shop,4181,24.70442487,46.6821421
4ce06c1b7e2e236afc128b1b,Wadi Hanifa ª_¿_¿Àª_ ¿_ªæª_ª¿©,Other Great Outdoors,4132,24.63418369,46.65507317
4d2146a4d7b0b1f77cf71b9f,Hyper Panda ªö¿_ª_¿å¿± ¿åªæ¿Àªö,Donut Shop,4102,24.67614917,46.67711938
510a9299e4b0de3a2a1b168c,THE CREPE CAFE I ¿çª_ ªÛ¿±ª_¿å ªÛ¿_ªª_ªö,Restaurant,4101,24.74312586,46.65856095
4f6de0dae4b01489ba002603,Burger Box | ¿å¿±¿Œ¿± ¿åªÛ¿_,Resraurant,3988,24.77190629,46.66782516
4ea56ab7b80355a982f8cfa3,Makani Restaurant | ªÄ¿à¿_ªÄ ªÄªÛ¿_ªæª_,Restaurant,3984,24.72473904,46.65747199
4ea3a50430f8b9d5acdf2dfb,Dunkin' Donuts | ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Donut Shop,3943,24.77250518,46.67327605
51462363e4b0634beae34f19,Tamimi Markets | ¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Resraurant,3881,24.77963938,46.78822237
4f1d62b0e4b03543a3409cd2,Wayne's Coffee | ª_¿_ª_ªæ¿_ ªÛª_ªª_,Toy / Game Store,3842,24.69187256,46.66885305
4b6afa55f964a5202fea2be3,Elements,Lounge,3836,24.71101655,46.67442666
5203e924498e3cff7919c1fc,Primi | ¿å¿±ª_ªÄª_,Restaurant,3763,24.78057843,46.66275501
514a25f2e4b0b12bdd3b4f96,The Sandwich Co.,Plaza,3720,24.78120185,46.66243315
4ea9bbd302d52c460a8980d5,McDonald's | ªÄ¿_ªÛ¿Àª_ªæ¿_ªÜ¿À¿_,Resraurant,3717,24.78716879,46.66074838
4b838dfcf964a520950931e3,Telecom Mall ªÄ¿ŒªÄ¿_ ¿_ªÜ¿_¿é¿µ¿_ªÜ¿_¿é,Restaurant,3715,24.70847805,46.66227586
4f0c62ade4b0065899e607da,Praline | ¿å¿±¿_ªÜª_ªæ,Bakery,3701,24.7026117,46.69169843
507c6210e4b076bc192f1072,Richony Caf’å | ªäªöª_¿© ¿±ª_¿é¿‚ª_ªæª_,Coffee Shop,3650,24.67535833,46.67138515
4bc223d074a9a59359d2d2f6,Computer Market | ¿_¿±¿_¿Œ ¿_ªÜªÛªÄ¿åª_ª_¿é¿±,Electronics Store,3619,24.68179752,46.69057101
4b71035af964a52053372de3,Java Time | ¿Œ¿_ª¿_ ¿é¿_ª_ªÄ,Coffee Shop,3595,24.764943,46.750949
50b08d04e4b045752b6cda32,Kingdom Mall Food Court | ¿±¿Àªö¿© ªÄ¿à¿_¿_ªÄ ªÄ¿±ªÛ¿_ ¿_ªÜªÄªÄªÜªÛ¿©,Building,3540,24.711759,46.67510101
4ba24acef964a52067ea37e3,Applebee's | ¿£¿åªÜ ¿åª_¿_,Restaurant,3443,24.76548237,46.75464789
4d1de1b8dd6a236a44642138,Dunkin' Donuts | ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Donut Shop,3438,24.70438107,46.68207228
